timestamp,date,hour,visitors,add_to_cart,purchases,bounce_rate
2024-03-01 03:00:00,2024-03-01,3,950,229,84,0.5895157510024005
2024-03-01 04:00:00,2024-03-01,4,934,278,147,0.6622689108598133
2024-03-01 05:00:00,2024-03-01,5,1114,311,151,0.35079329578343754
2024-03-01 06:00:00,2024-03-01,6,964,270,185,0.6757751524543263
2024-03-01 07:00:00,2024-03-01,7,980,246,109,0.5612767317036617
2024-03-01 08:00:00,2024-03-01,8,949,119,50,0.3881408828188648
2024-03-01 09:00:00,2024-03-01,9,982,215,64,0.5545219600724931
2024-03-01 10:00:00,2024-03-01,10,814,41,12,0.34106195142426743
2024-03-01 11:00:00,2024-03-01,11,702,167,89,0.5678138069122155
2024-03-01 12:00:00,2024-03-01,12,683,175,81,0.2579392869259802
2024-03-01 13:00:00,2024-03-01,13,630,105,69,0.6518518098531918
2024-03-01 14:00:00,2024-03-01,14,460,130,29,0.5480485951358451
2024-03-01 15:00:00,2024-03-01,15,387,100,43,0.35825450763028704
2024-03-01 16:00:00,2024-03-01,16,340,56,23,0.4103738344288511
2024-03-01 17:00:00,2024-03-01,17,261,47,12,0.2716541636508839
2024-03-01 18:00:00,2024-03-01,18,250,58,25,0.4732208653012099
2024-03-01 19:00:00,2024-03-01,19,88,10,6,0.3068532662400738
2024-03-01 20:00:00,2024-03-01,20,376,71,44,0.4206045705385685
2024-03-01 21:00:00,2024-03-01,21,347,95,61,0.4605433307771788
2024-03-01 22:00:00,2024-03-01,22,404,78,51,0.5563885912111683
2024-03-01 23:00:00,2024-03-01,23,475,92,19,0.45156585887221296
2024-03-02 00:00:00,2024-03-02,0,1146,66,33,0.42006817084963144
2024-03-02 01:00:00,2024-03-02,1,1303,250,101,0.6640632765728177
2024-03-02 02:00:00,2024-03-02,2,1509,361,88,0.39977954321033177
2024-03-02 03:00:00,2024-03-02,3,1559,163,78,0.4039171430106298
2024-03-02 04:00:00,2024-03-02,4,1657,440,236,0.6798468991595388
2024-03-02 05:00:00,2024-03-02,5,1691,321,138,0.6759742925180429
2024-03-02 06:00:00,2024-03-02,6,1749,325,119,0.37628502446963064
2024-03-02 07:00:00,2024-03-02,7,1698,189,51,0.5776175387867636
2024-03-02 08:00:00,2024-03-02,8,1598,450,240,0.4067705059431513
2024-03-02 09:00:00,2024-03-02,9,1568,151,46,0.6533175656713478
2024-03-02 10:00:00,2024-03-02,10,1346,161,62,0.6814564597682228
2024-03-02 11:00:00,2024-03-02,11,1269,167,50,0.4334447457040411
2024-03-02 12:00:00,2024-03-02,12,1059,247,92,0.4562406541795917
2024-03-02 13:00:00,2024-03-02,13,877,113,36,0.4741508586310055
2024-03-02 14:00:00,2024-03-02,14,704,45,29,0.40695850715388526
2024-03-02 15:00:00,2024-03-02,15,634,175,35,0.30549214597174446
2024-03-02 16:00:00,2024-03-02,16,491,133,62,0.38992419011908247
2024-03-02 17:00:00,2024-03-02,17,518,30,14,0.5664055307145714
2024-03-02 18:00:00,2024-03-02,18,439,53,31,0.6394942702931247
2024-03-02 19:00:00,2024-03-02,19,470,111,70,0.4212561043119381
2024-03-02 20:00:00,2024-03-02,20,560,79,18,0.26600675529401663
2024-03-02 21:00:00,2024-03-02,21,570,150,78,0.6355217182389947
2024-03-02 22:00:00,2024-03-02,22,729,161,105,0.663812039967932
2024-03-02 23:00:00,2024-03-02,23,925,265,183,0.37589108670131266
2024-03-03 00:00:00,2024-03-03,0,743,110,56,0.2668472463761959
2024-03-03 01:00:00,2024-03-03,1,910,156,40,0.5580663666161919
2024-03-03 02:00:00,2024-03-03,2,1083,54,22,0.3067636303468217
2024-03-03 03:00:00,2024-03-03,3,1184,204,70,0.542123911137239
2024-03-03 04:00:00,2024-03-03,4,1199,292,85,0.6582605908034862
2024-03-03 05:00:00,2024-03-03,5,1245,79,19,0.4898271141896597
2024-03-03 06:00:00,2024-03-03,6,1243,222,94,0.5977595013157608
2024-03-03 07:00:00,2024-03-03,7,1293,283,87,0.6303998883658659
2024-03-03 08:00:00,2024-03-03,8,1207,119,32,0.5755034237441887
2024-03-03 09:00:00,2024-03-03,9,1150,236,107,0.308077462619921
2024-03-03 10:00:00,2024-03-03,10,941,85,40,0.4059769845801706
2024-03-03 11:00:00,2024-03-03,11,838,216,92,0.4720566073526499
2024-03-03 12:00:00,2024-03-03,12,785,148,88,0.6382908573593106
2024-03-03 13:00:00,2024-03-03,13,699,60,15,0.4454011368800438
2024-03-03 14:00:00,2024-03-03,14,512,64,19,0.2673917369553952
2024-03-03 15:00:00,2024-03-03,15,475,53,13,0.5786339627189656
2024-03-03 16:00:00,2024-03-03,16,420,86,57,0.32490742484210433
2024-03-03 17:00:00,2024-03-03,17,321,48,21,0.5489275031101678
2024-03-03 18:00:00,2024-03-03,18,333,21,8,0.5942410675048126
2024-03-03 19:00:00,2024-03-03,19,320,43,9,0.2533134237337887
2024-03-03 20:00:00,2024-03-03,20,376,64,20,0.609831265134235
2024-03-03 21:00:00,2024-03-03,21,522,50,14,0.6391817644533763
2024-03-03 22:00:00,2024-03-03,22,493,145,78,0.6680149463054292
2024-03-03 23:00:00,2024-03-03,23,646,57,12,0.4923365086227009
2024-03-04 00:00:00,2024-03-04,0,1623,311,63,0.4880313690341666
2024-03-04 01:00:00,2024-03-04,1,1990,460,176,0.2807098488351979
2024-03-04 02:00:00,2024-03-04,2,2334,410,134,0.5993771541911228
2024-03-04 03:00:00,2024-03-04,3,2418,227,46,0.287832470192906
2024-03-04 04:00:00,2024-03-04,4,2628,166,95,0.4323437929697918
2024-03-04 05:00:00,2024-03-04,5,2701,628,226,0.6147207397485092
2024-03-04 06:00:00,2024-03-04,6,2807,644,419,0.32391388077703775
2024-03-04 07:00:00,2024-03-04,7,2662,559,148,0.49446673613348474
2024-03-04 08:00:00,2024-03-04,8,2606,621,300,0.4347553692828262
2024-03-04 09:00:00,2024-03-04,9,2381,554,169,0.2615283749948466
2024-03-04 10:00:00,2024-03-04,10,2175,588,234,0.3406574653200612
2024-03-04 11:00:00,2024-03-04,11,1945,283,120,0.45251345669189325
2024-03-04 12:00:00,2024-03-04,12,1688,210,125,0.5483631946299412
2024-03-04 13:00:00,2024-03-04,13,1486,145,100,0.2891170052992978
2024-03-04 14:00:00,2024-03-04,14,1267,298,99,0.28469148965888685
2024-03-04 15:00:00,2024-03-04,15,1046,200,136,0.5774594070471435
2024-03-04 16:00:00,2024-03-04,16,804,167,74,0.6751305569944812
2024-03-04 17:00:00,2024-03-04,17,744,43,21,0.317237531986507
2024-03-04 18:00:00,2024-03-04,18,778,170,72,0.6819420665825173
2024-03-04 19:00:00,2024-03-04,19,774,124,49,0.3093391264191286
2024-03-04 20:00:00,2024-03-04,20,816,161,37,0.6689874328032386
2024-03-04 21:00:00,2024-03-04,21,911,118,31,0.4079287622684393
2024-03-04 22:00:00,2024-03-04,22,1272,368,109,0.32991854744573723
2024-03-04 23:00:00,2024-03-04,23,1457,281,72,0.28965590157257476
2024-03-05 00:00:00,2024-03-05,0,404,51,25,0.5840687792522467
2024-03-05 01:00:00,2024-03-05,1,569,118,40,0.43410271424428
2024-03-05 02:00:00,2024-03-05,2,597,137,59,0.5920305313227484
2024-03-05 03:00:00,2024-03-05,3,585,108,70,0.4471347738371115
2024-03-05 04:00:00,2024-03-05,4,656,142,93,0.5362608762738227
2024-03-05 05:00:00,2024-03-05,5,751,194,135,0.654520592477738
2024-03-05 06:00:00,2024-03-05,6,668,102,53,0.3153007992977254
2024-03-05 07:00:00,2024-03-05,7,673,83,50,0.41726309956595614
2024-03-05 08:00:00,2024-03-05,8,648,129,74,0.52751664702685
2024-03-05 09:00:00,2024-03-05,9,663,166,36,0.250831316382876
2024-03-05 10:00:00,2024-03-05,10,538,57,27,0.3530946549410442
2024-03-05 11:00:00,2024-03-05,11,449,73,36,0.6985348882881032
2024-03-05 12:00:00,2024-03-05,12,494,57,21,0.26964546883273555
2024-03-05 13:00:00,2024-03-05,13,356,70,47,0.37057478048254994
2024-03-05 14:00:00,2024-03-05,14,387,21,10,0.6981416038499324
2024-03-05 15:00:00,2024-03-05,15,171,29,6,0.5069890243985943
2024-03-05 16:00:00,2024-03-05,16,276,14,7,0.31648316634458057
2024-03-05 17:00:00,2024-03-05,17,228,24,6,0.5302889796823697
2024-03-05 18:00:00,2024-03-05,18,190,41,19,0.4091349304562827
2024-03-05 19:00:00,2024-03-05,19,238,51,23,0.5743824436623418
2024-03-05 20:00:00,2024-03-05,20,219,54,25,0.6160039937938826
2024-03-05 21:00:00,2024-03-05,21,215,62,38,0.36435286353167917
2024-03-05 22:00:00,2024-03-05,22,361,29,19,0.4054956047192479
2024-03-05 23:00:00,2024-03-05,23,390,21,13,0.6766062827974872
2024-03-06 00:00:00,2024-03-06,0,2065,200,109,0.3836322371836046
2024-03-06 01:00:00,2024-03-06,1,2313,295,143,0.272250193112234
2024-03-06 02:00:00,2024-03-06,2,2588,502,345,0.38532350881051997
2024-03-06 03:00:00,2024-03-06,3,2806,153,89,0.3249250966991572
2024-03-06 04:00:00,2024-03-06,4,2938,639,154,0.6026314276214435
2024-03-06 05:00:00,2024-03-06,5,3070,561,281,0.2923969223701974
2024-03-06 06:00:00,2024-03-06,6,3089,804,196,0.6949189119537112
2024-03-06 07:00:00,2024-03-06,7,3171,168,62,0.47527658435420567
2024-03-06 08:00:00,2024-03-06,8,3049,690,338,0.684932361681466
2024-03-06 09:00:00,2024-03-06,9,2778,402,234,0.5175176617748305
2024-03-06 10:00:00,2024-03-06,10,2514,597,199,0.5014953166723866
2024-03-06 11:00:00,2024-03-06,11,2400,285,165,0.6376004670694871
2024-03-06 12:00:00,2024-03-06,12,1937,192,121,0.4598807901540929
2024-03-06 13:00:00,2024-03-06,13,1675,88,26,0.48071853701067846
2024-03-06 14:00:00,2024-03-06,14,1315,230,77,0.6681106720213479
2024-03-06 15:00:00,2024-03-06,15,1091,98,65,0.4283941294228282
2024-03-06 16:00:00,2024-03-06,16,862,221,75,0.48792412407727687
2024-03-06 17:00:00,2024-03-06,17,907,103,66,0.33616612416860536
2024-03-06 18:00:00,2024-03-06,18,828,122,57,0.49813177131822595
2024-03-06 19:00:00,2024-03-06,19,870,81,45,0.6214382379796134
2024-03-06 20:00:00,2024-03-06,20,950,225,81,0.5174930686273741
2024-03-06 21:00:00,2024-03-06,21,1160,273,128,0.2920375064225579
2024-03-06 22:00:00,2024-03-06,22,1356,202,98,0.32627520068264326
2024-03-06 23:00:00,2024-03-06,23,1611,106,38,0.48048993462232525
2024-03-07 00:00:00,2024-03-07,0,553,31,12,0.5234149228685445
2024-03-07 01:00:00,2024-03-07,1,509,69,15,0.6635100618916848
2024-03-07 02:00:00,2024-03-07,2,655,159,63,0.6241438069306048
2024-03-07 03:00:00,2024-03-07,3,683,50,11,0.31727629342381597
2024-03-07 04:00:00,2024-03-07,4,806,94,37,0.5102713816158899
2024-03-07 05:00:00,2024-03-07,5,822,128,54,0.3976588620389743
2024-03-07 06:00:00,2024-03-07,6,894,77,49,0.6886828445317673
2024-03-07 07:00:00,2024-03-07,7,864,109,31,0.4791359766700636
2024-03-07 08:00:00,2024-03-07,8,893,248,144,0.6881264859116704
2024-03-07 09:00:00,2024-03-07,9,786,119,42,0.6253959579514132
2024-03-07 10:00:00,2024-03-07,10,729,196,71,0.495909648947164
2024-03-07 11:00:00,2024-03-07,11,541,51,23,0.2875315136551462
2024-03-07 12:00:00,2024-03-07,12,500,119,35,0.5778446736774291
2024-03-07 13:00:00,2024-03-07,13,440,97,38,0.6055496984026495
2024-03-07 14:00:00,2024-03-07,14,256,37,19,0.4245579847463059
2024-03-07 15:00:00,2024-03-07,15,219,34,18,0.5267234842345594
2024-03-07 16:00:00,2024-03-07,16,261,13,3,0.4723089898961147
2024-03-07 17:00:00,2024-03-07,17,186,13,4,0.6948571595727898
2024-03-07 18:00:00,2024-03-07,18,155,22,7,0.25784757231758254
2024-03-07 19:00:00,2024-03-07,19,192,17,6,0.35459839606879856
2024-03-07 20:00:00,2024-03-07,20,215,25,16,0.3811236596113589
2024-03-07 21:00:00,2024-03-07,21,316,60,22,0.6253986817393636
2024-03-07 22:00:00,2024-03-07,22,301,43,17,0.2511007235685642
2024-03-07 23:00:00,2024-03-07,23,408,34,11,0.6667317939152124
2024-03-08 00:00:00,2024-03-08,0,2439,146,30,0.5137017063239508
2024-03-08 01:00:00,2024-03-08,1,2735,684,469,0.4724158592864528
2024-03-08 02:00:00,2024-03-08,2,3022,825,339,0.4377118425548305
2024-03-08 03:00:00,2024-03-08,3,3405,485,153,0.5837635836649994
2024-03-08 04:00:00,2024-03-08,4,3634,217,97,0.2652712085438963
2024-03-08 05:00:00,2024-03-08,5,3765,1108,747,0.3170099306511126
2024-03-08 06:00:00,2024-03-08,6,3815,297,112,0.2879498546666577
2024-03-08 07:00:00,2024-03-08,7,3647,386,205,0.5932095864474889
2024-03-08 08:00:00,2024-03-08,8,3588,887,321,0.31670306699930517
2024-03-08 09:00:00,2024-03-08,9,3450,785,172,0.6128101165742426
2024-03-08 10:00:00,2024-03-08,10,3073,676,173,0.4252549005418219
2024-03-08 11:00:00,2024-03-08,11,2790,466,156,0.48814133304249935
2024-03-08 12:00:00,2024-03-08,12,2384,218,58,0.6526199446114158
2024-03-08 13:00:00,2024-03-08,13,2001,297,96,0.5272205386257341
2024-03-08 14:00:00,2024-03-08,14,1596,194,132,0.6985358001031566
2024-03-08 15:00:00,2024-03-08,15,1366,304,196,0.6868773541952173
2024-03-08 16:00:00,2024-03-08,16,1104,271,98,0.529718250084312
2024-03-08 17:00:00,2024-03-08,17,989,224,147,0.3007491157186608
2024-03-08 18:00:00,2024-03-08,18,916,179,67,0.5010359713873693
2024-03-08 19:00:00,2024-03-08,19,963,216,125,0.32253405350286257
2024-03-08 20:00:00,2024-03-08,20,1157,309,131,0.5360536948473085
2024-03-08 21:00:00,2024-03-08,21,1307,296,74,0.6043035390478017
2024-03-08 22:00:00,2024-03-08,22,1621,114,42,0.34540942810978625
2024-03-08 23:00:00,2024-03-08,23,1899,309,134,0.27091518501861955
2024-03-09 00:00:00,2024-03-09,0,596,123,84,0.3983106297122951
2024-03-09 01:00:00,2024-03-09,1,849,247,168,0.5856653949187749
2024-03-09 02:00:00,2024-03-09,2,953,131,64,0.5482987327110512
2024-03-09 03:00:00,2024-03-09,3,1068,137,52,0.27956744503451475
2024-03-09 04:00:00,2024-03-09,4,1022,251,131,0.531310645268349
2024-03-09 05:00:00,2024-03-09,5,1070,59,11,0.32610398983878514
2024-03-09 06:00:00,2024-03-09,6,1156,305,148,0.42343190116792845
2024-03-09 07:00:00,2024-03-09,7,1029,68,16,0.5294561951333784
2024-03-09 08:00:00,2024-03-09,8,1042,307,184,0.672198554035979
2024-03-09 09:00:00,2024-03-09,9,1076,303,164,0.4865549399054856
2024-03-09 10:00:00,2024-03-09,10,870,239,60,0.504421714119463
2024-03-09 11:00:00,2024-03-09,11,816,176,88,0.4298278750513371
2024-03-09 12:00:00,2024-03-09,12,741,136,39,0.5371268204999913
2024-03-09 13:00:00,2024-03-09,13,584,149,97,0.28507236622392673
2024-03-09 14:00:00,2024-03-09,14,485,39,22,0.28197297887370965
2024-03-09 15:00:00,2024-03-09,15,426,62,35,0.5376091311316835
2024-03-09 16:00:00,2024-03-09,16,361,63,37,0.4647470652877417
2024-03-09 17:00:00,2024-03-09,17,257,14,4,0.4164405590396141
2024-03-09 18:00:00,2024-03-09,18,250,54,36,0.37451223654700305
2024-03-09 19:00:00,2024-03-09,19,314,75,26,0.49683741112401225
2024-03-09 20:00:00,2024-03-09,20,359,53,12,0.2609064020108315
2024-03-09 21:00:00,2024-03-09,21,416,115,34,0.27835039385115445
2024-03-09 22:00:00,2024-03-09,22,533,154,35,0.5854555189199133
2024-03-09 23:00:00,2024-03-09,23,550,46,30,0.5655444477653286
2024-03-10 00:00:00,2024-03-10,0,1410,128,61,0.27802225601127184
2024-03-10 01:00:00,2024-03-10,1,1631,368,178,0.5538242646803684
2024-03-10 02:00:00,2024-03-10,2,1905,456,309,0.6583865631022577
2024-03-10 03:00:00,2024-03-10,3,2080,155,70,0.4858274442831352
2024-03-10 04:00:00,2024-03-10,4,2274,323,147,0.34166394567738934
2024-03-10 05:00:00,2024-03-10,5,2230,178,116,0.6508078405619321
2024-03-10 06:00:00,2024-03-10,6,2312,563,207,0.3511174070783202
2024-03-10 07:00:00,2024-03-10,7,2246,631,252,0.3592171382098987
2024-03-10 08:00:00,2024-03-10,8,2152,327,68,0.33383324205198583
2024-03-10 09:00:00,2024-03-10,9,2031,366,190,0.5732492517434339
2024-03-10 10:00:00,2024-03-10,10,1940,487,197,0.27213150396161706
2024-03-10 11:00:00,2024-03-10,11,1673,373,179,0.2680960320839905
2024-03-10 12:00:00,2024-03-10,12,1417,270,172,0.5413572876764987
2024-03-10 13:00:00,2024-03-10,13,1206,252,94,0.3049139335882611
2024-03-10 14:00:00,2024-03-10,14,991,192,107,0.324279624480433
2024-03-10 15:00:00,2024-03-10,15,921,164,76,0.5119241449735938
2024-03-10 16:00:00,2024-03-10,16,733,158,85,0.32874915872257926
2024-03-10 17:00:00,2024-03-10,17,564,112,51,0.3869056180905208
2024-03-10 18:00:00,2024-03-10,18,545,46,31,0.6019279173053877
2024-03-10 19:00:00,2024-03-10,19,577,47,22,0.2895727248445344
2024-03-10 20:00:00,2024-03-10,20,710,86,34,0.5365483157003507
2024-03-10 21:00:00,2024-03-10,21,841,155,86,0.34326908019380165
2024-03-10 22:00:00,2024-03-10,22,976,167,78,0.4475748318741714
2024-03-10 23:00:00,2024-03-10,23,1172,178,63,0.36234763964000805
2024-03-11 00:00:00,2024-03-11,0,1237,196,39,0.5617165606938257
2024-03-11 01:00:00,2024-03-11,1,1472,149,89,0.6928682026187755
2024-03-11 02:00:00,2024-03-11,2,1556,308,101,0.6256752195591412
2024-03-11 03:00:00,2024-03-11,3,1780,527,250,0.48677710740112085
2024-03-11 04:00:00,2024-03-11,4,1889,186,99,0.6971976648925557
2024-03-11 05:00:00,2024-03-11,5,2046,117,46,0.3068404886850474
2024-03-11 06:00:00,2024-03-11,6,2081,177,45,0.455993413667931
2024-03-11 07:00:00,2024-03-11,7,1981,454,174,0.6536443107040631
2024-03-11 08:00:00,2024-03-11,8,1984,122,26,0.4609476273069059
2024-03-11 09:00:00,2024-03-11,9,1725,281,64,0.2739726361982952
2024-03-11 10:00:00,2024-03-11,10,1567,365,182,0.3114089069956349
2024-03-11 11:00:00,2024-03-11,11,1517,433,101,0.33511825305389814
2024-03-11 12:00:00,2024-03-11,12,1280,139,38,0.6880004640271636
2024-03-11 13:00:00,2024-03-11,13,1082,251,167,0.334169902141139
2024-03-11 14:00:00,2024-03-11,14,871,257,126,0.6564563306984323
2024-03-11 15:00:00,2024-03-11,15,668,86,31,0.5541167929077271
2024-03-11 16:00:00,2024-03-11,16,628,91,20,0.260326798561837
2024-03-11 17:00:00,2024-03-11,17,619,93,19,0.3166772863835733
2024-03-11 18:00:00,2024-03-11,18,588,95,63,0.3354818619952731
2024-03-11 19:00:00,2024-03-11,19,640,139,96,0.5649286081289681
2024-03-11 20:00:00,2024-03-11,20,640,39,13,0.647256955590574
2024-03-11 21:00:00,2024-03-11,21,710,65,18,0.5913950461426213
2024-03-11 22:00:00,2024-03-11,22,851,148,43,0.34372800833998907
2024-03-11 23:00:00,2024-03-11,23,1092,86,45,0.32475480292450865
2024-03-12 00:00:00,2024-03-12,0,1392,251,93,0.5264086266702075
2024-03-12 01:00:00,2024-03-12,1,1588,112,39,0.4861024385797692
2024-03-12 02:00:00,2024-03-12,2,1745,406,153,0.34215464484939145
2024-03-12 03:00:00,2024-03-12,3,1988,141,44,0.415136090481996
2024-03-12 04:00:00,2024-03-12,4,2120,394,117,0.6795987363703588
2024-03-12 05:00:00,2024-03-12,5,2174,541,222,0.342196672370019
2024-03-12 06:00:00,2024-03-12,6,2148,328,167,0.659779081483969
2024-03-12 07:00:00,2024-03-12,7,2122,157,87,0.25017658024818096
2024-03-12 08:00:00,2024-03-12,8,2100,487,298,0.29078089276113095
2024-03-12 09:00:00,2024-03-12,9,1938,364,132,0.6306239798213269
2024-03-12 10:00:00,2024-03-12,10,1763,277,80,0.5029116521988043
2024-03-12 11:00:00,2024-03-12,11,1531,248,83,0.5239826816038106
2024-03-12 12:00:00,2024-03-12,12,1349,74,23,0.5548065975916736
2024-03-12 13:00:00,2024-03-12,13,1208,149,51,0.5860654018194712
2024-03-12 14:00:00,2024-03-12,14,1013,149,33,0.5438582683969649
2024-03-12 15:00:00,2024-03-12,15,772,149,83,0.45847297273480925
2024-03-12 16:00:00,2024-03-12,16,666,68,37,0.6511941629674234
2024-03-12 17:00:00,2024-03-12,17,499,125,62,0.6389464264567629
2024-03-12 18:00:00,2024-03-12,18,566,153,63,0.5179019863989169
2024-03-12 19:00:00,2024-03-12,19,563,98,36,0.41492746805159153
2024-03-12 20:00:00,2024-03-12,20,733,198,121,0.40703351366512813
2024-03-12 21:00:00,2024-03-12,21,930,173,64,0.6586260118220867
2024-03-12 22:00:00,2024-03-12,22,941,236,72,0.6516039710134506
2024-03-12 23:00:00,2024-03-12,23,1144,190,45,0.33107504420666106
2024-03-13 00:00:00,2024-03-13,0,993,204,62,0.4154526918612332
2024-03-13 01:00:00,2024-03-13,1,1112,236,86,0.5958712565085695
2024-03-13 02:00:00,2024-03-13,2,1357,150,54,0.4972574353425846
2024-03-13 03:00:00,2024-03-13,3,1447,112,42,0.5196296142632293
2024-03-13 04:00:00,2024-03-13,4,1550,189,78,0.33667582997078516
2024-03-13 05:00:00,2024-03-13,5,1635,440,288,0.46213631112809644
2024-03-13 06:00:00,2024-03-13,6,1641,238,74,0.5193459893982042
2024-03-13 07:00:00,2024-03-13,7,1579,204,58,0.3423720483548435
2024-03-13 08:00:00,2024-03-13,8,1493,445,239,0.359848458281139
2024-03-13 09:00:00,2024-03-13,9,1408,291,184,0.5714133330319184
2024-03-13 10:00:00,2024-03-13,10,1314,264,78,0.4184471322449901
2024-03-13 11:00:00,2024-03-13,11,1093,298,97,0.5778436057038856
2024-03-13 12:00:00,2024-03-13,12,1048,54,33,0.620121916799964
2024-03-13 13:00:00,2024-03-13,13,878,213,45,0.4929027898990822
2024-03-13 14:00:00,2024-03-13,14,758,187,91,0.41461963829590937
2024-03-13 15:00:00,2024-03-13,15,648,190,56,0.2722900322693691
2024-03-13 16:00:00,2024-03-13,16,482,86,27,0.527452305529278
2024-03-13 17:00:00,2024-03-13,17,386,114,37,0.6113409113640915
2024-03-13 18:00:00,2024-03-13,18,380,66,19,0.6506710328102733
2024-03-13 19:00:00,2024-03-13,19,435,80,17,0.40664710254581415
2024-03-13 20:00:00,2024-03-13,20,526,117,79,0.5125734389336047
2024-03-13 21:00:00,2024-03-13,21,588,111,26,0.31664383309686533
2024-03-13 22:00:00,2024-03-13,22,805,44,10,0.2533043332530994
2024-03-13 23:00:00,2024-03-13,23,813,208,78,0.6561034235276426
2024-03-14 00:00:00,2024-03-14,0,752,199,60,0.4040768196416602
2024-03-14 01:00:00,2024-03-14,1,769,121,29,0.35749998276697686
2024-03-14 02:00:00,2024-03-14,2,946,117,57,0.5485602814606203
2024-03-14 03:00:00,2024-03-14,3,1039,262,128,0.420493267686943
2024-03-14 04:00:00,2024-03-14,4,1110,65,26,0.6409512620217964
2024-03-14 05:00:00,2024-03-14,5,1177,233,72,0.5182351475832854
2024-03-14 06:00:00,2024-03-14,6,1167,157,77,0.27042228567441284
2024-03-14 07:00:00,2024-03-14,7,1145,82,23,0.4084659067670101
2024-03-14 08:00:00,2024-03-14,8,1208,141,29,0.4295725847358772
2024-03-14 09:00:00,2024-03-14,9,1186,290,177,0.5519371059818527
2024-03-14 10:00:00,2024-03-14,10,928,215,83,0.5430163988337121
2024-03-14 11:00:00,2024-03-14,11,889,139,82,0.6059848475481092
2024-03-14 12:00:00,2024-03-14,12,762,216,101,0.46922795131083117
2024-03-14 13:00:00,2024-03-14,13,628,153,104,0.5605256326091469
2024-03-14 14:00:00,2024-03-14,14,496,88,31,0.544154541511086
2024-03-14 15:00:00,2024-03-14,15,532,141,61,0.40398302938898534
2024-03-14 16:00:00,2024-03-14,16,383,49,34,0.34085891018478226
2024-03-14 17:00:00,2024-03-14,17,362,55,28,0.6652730455270387
2024-03-14 18:00:00,2024-03-14,18,400,81,17,0.30797171289572983
2024-03-14 19:00:00,2024-03-14,19,352,50,25,0.42291053720393396
2024-03-14 20:00:00,2024-03-14,20,305,76,47,0.6856144898521874
2024-03-14 21:00:00,2024-03-14,21,363,46,15,0.6685497948523624
2024-03-14 22:00:00,2024-03-14,22,478,134,86,0.3603775395182881
2024-03-14 23:00:00,2024-03-14,23,676,103,45,0.6989649714739175
2024-03-15 00:00:00,2024-03-15,0,2207,235,133,0.3412204704867046
2024-03-15 01:00:00,2024-03-15,1,2577,559,232,0.6847733693165702
2024-03-15 02:00:00,2024-03-15,2,2858,255,98,0.39129317547801795
2024-03-15 03:00:00,2024-03-15,3,3125,321,94,0.6415722053715556
2024-03-15 04:00:00,2024-03-15,4,3479,313,186,0.35239660570398396
2024-03-15 05:00:00,2024-03-15,5,3489,346,116,0.43481232544732756
2024-03-15 06:00:00,2024-03-15,6,3523,593,358,0.2934665965836907
2024-03-15 07:00:00,2024-03-15,7,3542,271,70,0.3890066057116646
2024-03-15 08:00:00,2024-03-15,8,3343,815,369,0.540050104765114
2024-03-15 09:00:00,2024-03-15,9,3146,334,154,0.28690489364601457
2024-03-15 10:00:00,2024-03-15,10,2922,162,106,0.4440575174078147
2024-03-15 11:00:00,2024-03-15,11,2527,417,268,0.3354771027761398
2024-03-15 12:00:00,2024-03-15,12,2303,680,426,0.49683741947310583
2024-03-15 13:00:00,2024-03-15,13,1912,200,126,0.5539907241108031
2024-03-15 14:00:00,2024-03-15,14,1494,84,22,0.5781532036514498
2024-03-15 15:00:00,2024-03-15,15,1268,177,87,0.5898031621912819
2024-03-15 16:00:00,2024-03-15,16,1078,118,79,0.26063278057606587
2024-03-15 17:00:00,2024-03-15,17,967,102,56,0.5028124423801477
2024-03-15 18:00:00,2024-03-15,18,921,162,74,0.4391357172040507
2024-03-15 19:00:00,2024-03-15,19,964,98,67,0.3348206069798002
2024-03-15 20:00:00,2024-03-15,20,1162,143,82,0.5101397654912553
2024-03-15 21:00:00,2024-03-15,21,1257,263,118,0.6822802380284446
2024-03-15 22:00:00,2024-03-15,22,1486,330,179,0.4600567163664257
2024-03-15 23:00:00,2024-03-15,23,1873,376,242,0.6904828016567568
2024-03-16 00:00:00,2024-03-16,0,692,138,47,0.6304450031878097
2024-03-16 01:00:00,2024-03-16,1,810,227,114,0.5688928486484475
2024-03-16 02:00:00,2024-03-16,2,906,182,70,0.4786414239994954
2024-03-16 03:00:00,2024-03-16,3,1117,136,83,0.5009297034795007
2024-03-16 04:00:00,2024-03-16,4,1161,280,66,0.3819178744726674
2024-03-16 05:00:00,2024-03-16,5,1167,110,68,0.553254358705964
2024-03-16 06:00:00,2024-03-16,6,1248,247,96,0.5465554407753656
2024-03-16 07:00:00,2024-03-16,7,1302,240,104,0.3505859847448592
2024-03-16 08:00:00,2024-03-16,8,1247,75,41,0.40689124080770417
2024-03-16 09:00:00,2024-03-16,9,1127,199,84,0.5330171590422025
2024-03-16 10:00:00,2024-03-16,10,938,276,100,0.5961333503805022
2024-03-16 11:00:00,2024-03-16,11,823,112,46,0.6262868507182088
2024-03-16 12:00:00,2024-03-16,12,764,55,16,0.6937105644650954
2024-03-16 13:00:00,2024-03-16,13,716,151,46,0.4443687162508613
2024-03-16 14:00:00,2024-03-16,14,602,177,84,0.36246116171431
2024-03-16 15:00:00,2024-03-16,15,495,33,21,0.4049091518090054
